unix_ms,kind,node_id,src,label,rssi,marker_index
1782648293770,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648293777,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-87,
1782648293787,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648293796,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-92,
1782648294311,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648294323,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648294331,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648294339,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
1782648294349,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648294859,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
1782648294871,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648294878,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-92,
1782648294888,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648295402,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-93,
1782648295414,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-92,
1782648295422,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-93,
1782648295433,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-92,
1782648295442,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-93,
1782648295452,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
1782648295964,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648295976,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648295988,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-88,
1782648295996,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648296004,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648296514,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-92,
1782648296526,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648296534,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648296542,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648297051,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648297059,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
1782648297067,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648297077,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-88,
1782648297589,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-86,
1782648297596,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-85,
1782648297618,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-88,
1782648298132,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648298140,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
1782648298148,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648298155,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-93,
1782648298665,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-90,
1782648298676,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-91,
1782648298683,sample,0,e8:3d:c1:85:e6:b4,outside-20m,-89,
