unix_ms,kind,node_id,src,label,rssi,marker_index
1782652810804,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652810820,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652810831,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652810846,sample,0,e8:3d:c1:85:d4:18,inside-11m,-70,
1782652810865,sample,0,e8:3d:c1:85:d4:18,inside-11m,-70,
1782652810871,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652810883,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652810883,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652810894,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652810894,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652810914,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652810926,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652811406,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652811419,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652811428,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-70,
1782652811438,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652811438,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-72,
1782652811448,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652811448,sample,0,e8:3d:c1:85:d4:18,inside-11m,-70,
1782652811484,sample,0,e8:3d:c1:85:d4:18,inside-11m,-69,
1782652811496,sample,0,e8:3d:c1:85:d4:18,inside-11m,-71,
1782652811510,sample,0,e8:3d:c1:85:d4:18,inside-11m,-71,
1782652811522,sample,0,e8:3d:c1:85:d4:18,inside-11m,-70,
1782652811969,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652811985,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652812036,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-72,
1782652812058,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-72,
1782652812067,sample,0,e8:3d:c1:85:d4:18,inside-11m,-70,
1782652812076,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652812100,sample,0,e8:3d:c1:85:e6:b4,inside-11m,-71,
1782652812101,sample,0,e8:3d:c1:85:d4:18,inside-11m,-71,
1782652812113,sample,0,e8:3d:c1:85:d4:18,inside-11m,-71,
1782652812125,sample,0,e8:3d:c1:85:d4:18,inside-11m,-71,
