unix_ms,kind,node_id,src,label,rssi,marker_index
1782648202327,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-72,
1782648202335,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-72,
1782648202343,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-72,
1782648202357,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-72,
1782648202365,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-71,
1782648202876,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-71,
1782648202886,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-71,
1782648202893,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-71,
1782648202901,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-71,
1782648202909,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-72,
1782648202918,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648203430,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-76,
1782648203437,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-76,
1782648203445,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648203458,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648203465,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648203975,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648203986,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648203995,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204004,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204014,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204526,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-76,
1782648204534,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204543,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204552,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204560,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648204572,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-76,
1782648205084,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648205091,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-75,
1782648205099,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205109,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-73,
1782648205118,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-73,
1782648205727,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205738,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-73,
1782648205749,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205761,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205768,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205777,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648205786,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206295,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206303,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206313,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-73,
1782648206321,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206329,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206843,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206851,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206861,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206873,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
1782648206880,sample,0,e8:3d:c1:85:e6:b4,outside-15m,-74,
