unix_ms,kind,node_id,src,label,rssi,marker_index
1782645635125,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-95,
1782645635133,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645635145,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-94,
1782645635157,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645635288,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645635302,sample,1,e8:3d:c1:85:d4:18,outside-6m,-95,
1782645635313,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645635322,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635330,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635342,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645635355,sample,1,e8:3d:c1:85:d4:18,outside-6m,-95,
1782645635366,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645635377,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635386,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635395,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635407,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635416,sample,1,e8:3d:c1:85:d4:18,outside-6m,-95,
1782645635425,sample,1,e8:3d:c1:85:d4:18,outside-6m,-95,
1782645635433,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645635444,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635455,sample,1,e8:3d:c1:85:d4:18,outside-6m,-91,
1782645635465,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635475,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645635485,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645635498,sample,1,e8:3d:c1:85:d4:18,outside-6m,-89,
1782645635507,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645635518,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645635674,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645635684,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-92,
1782645635693,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-92,
1782645635702,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645635710,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645635723,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-95,
1782645636030,sample,1,e8:3d:c1:85:d4:18,outside-6m,-90,
1782645636047,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645636058,sample,1,e8:3d:c1:85:d4:18,outside-6m,-96,
1782645636075,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645636261,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-95,
1782645636273,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645636289,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-94,
1782645636301,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-95,
1782645636311,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645636590,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645636639,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645636653,sample,1,e8:3d:c1:85:d4:18,outside-6m,-94,
1782645636664,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
1782645636823,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-94,
1782645636843,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-93,
1782645636853,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-94,
1782645636864,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-95,
1782645636874,sample,0,e8:3d:c1:85:e6:b4,outside-6m,-94,
1782645637193,sample,1,e8:3d:c1:85:d4:18,outside-6m,-92,
1782645637216,sample,1,e8:3d:c1:85:d4:18,outside-6m,-93,
