unix_ms,node_id,broadcast_hello_cycles,broadcast_topo_cycles,process_packet_hello_cycles,process_packet_topo_cycles,calc_state_mds_total_cycles,calc_state_kabsch_cycles,calc_state_mds_iter_cycles,calc_state_routing_update_cycles,calc_state_build_neighbors_cycles,update_screen_mds_cycles,update_screen_table_cycles,broadcast_hello_ns,broadcast_topo_ns,process_packet_hello_ns,process_packet_topo_ns,calc_state_mds_total_ns,calc_state_kabsch_ns,calc_state_mds_iter_ns,calc_state_routing_update_ns,calc_state_build_neighbors_ns,update_screen_mds_ns,update_screen_table_ns
1782667779913,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667779926,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667779947,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667779971,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667779971,1,35719,0,0,0,128850,0,88943,117719,14939,0,0,223243.750,0.000,0.000,0.000,805312.500,0.000,555893.750,735743.750,93368.750,0.000,0.000
1782667779983,1,35719,0,0,0,128850,0,88943,117719,14939,0,0,223243.750,0.000,0.000,0.000,805312.500,0.000,555893.750,735743.750,93368.750,0.000,0.000
1782667780017,1,35719,0,0,0,183826,60705,100082,130729,39339,0,0,223243.750,0.000,0.000,0.000,1148912.500,379406.250,625512.500,817056.250,245868.750,0.000,0.000
1782667780032,1,35719,0,0,0,183826,60705,100082,130729,39339,0,0,223243.750,0.000,0.000,0.000,1148912.500,379406.250,625512.500,817056.250,245868.750,0.000,0.000
1782667780097,1,35719,0,0,0,184454,60705,100082,128686,38633,0,0,223243.750,0.000,0.000,0.000,1152837.500,379406.250,625512.500,804287.500,241456.250,0.000,0.000
1782667780139,1,35719,0,0,0,184454,60705,100082,128686,38633,0,0,223243.750,0.000,0.000,0.000,1152837.500,379406.250,625512.500,804287.500,241456.250,0.000,0.000
1782667780168,1,35719,0,93519,0,387372,60705,100082,120703,16559,0,0,223243.750,0.000,584493.750,0.000,2421075.000,379406.250,625512.500,754393.750,103493.750,0.000,0.000
1782667780233,1,35719,0,93519,0,387372,60705,100082,120703,16559,0,0,223243.750,0.000,584493.750,0.000,2421075.000,379406.250,625512.500,754393.750,103493.750,0.000,0.000
1782667780259,1,35719,0,93519,0,341155,60705,298775,192615,53449,0,0,223243.750,0.000,584493.750,0.000,2132218.750,379406.250,1867343.750,1203843.750,334056.250,0.000,0.000
1782667780482,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780496,1,20419,0,103633,0,183842,60705,100082,133241,38633,0,0,127618.750,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780513,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780541,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780553,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780573,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780586,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780603,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780614,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780623,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780633,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780654,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780671,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780690,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667780782,1,35719,0,93519,0,341155,60705,298775,192615,53449,0,0,223243.750,0.000,584493.750,0.000,2132218.750,379406.250,1867343.750,1203843.750,334056.250,0.000,0.000
1782667780806,1,35719,0,93519,0,401211,67717,310520,193987,52460,0,0,223243.750,0.000,584493.750,0.000,2507568.750,423231.250,1940750.000,1212418.750,327875.000,0.000,0.000
1782667780820,1,35719,0,93519,0,401211,67717,310520,193987,52460,0,0,223243.750,0.000,584493.750,0.000,2507568.750,423231.250,1940750.000,1212418.750,327875.000,0.000,0.000
1782667780858,1,35719,0,93519,0,401795,68349,309824,183789,29850,0,0,223243.750,0.000,584493.750,0.000,2511218.750,427181.250,1936400.000,1148681.250,186562.500,0.000,0.000
1782667780866,1,35719,0,93519,0,401795,68349,309824,183789,29850,0,0,223243.750,0.000,584493.750,0.000,2511218.750,427181.250,1936400.000,1148681.250,186562.500,0.000,0.000
1782667780886,1,35719,0,93519,0,403039,67717,309824,193034,52801,0,0,223243.750,0.000,584493.750,0.000,2518993.750,423231.250,1936400.000,1206462.500,330006.250,0.000,0.000
1782667780898,1,35719,0,93519,0,403039,67717,309824,193034,52801,0,0,223243.750,0.000,584493.750,0.000,2518993.750,423231.250,1936400.000,1206462.500,330006.250,0.000,0.000
1782667780937,1,35719,0,93519,0,401163,67717,309824,195123,52801,0,0,223243.750,0.000,584493.750,0.000,2507268.750,423231.250,1936400.000,1219518.750,330006.250,0.000,0.000
1782667780952,1,35719,0,93519,0,401163,67717,309824,195123,52801,0,0,223243.750,0.000,584493.750,0.000,2507268.750,423231.250,1936400.000,1219518.750,330006.250,0.000,0.000
1782667780986,1,35719,0,93519,0,401147,68349,309824,185045,30191,0,0,223243.750,0.000,584493.750,0.000,2507168.750,427181.250,1936400.000,1156531.250,188693.750,0.000,0.000
1782667781003,1,29509,0,93519,0,401147,68349,309824,185045,30191,0,0,184431.250,0.000,584493.750,0.000,2507168.750,427181.250,1936400.000,1156531.250,188693.750,0.000,0.000
1782667781043,1,29509,0,93519,0,400515,67717,309824,194501,53449,0,0,184431.250,0.000,584493.750,0.000,2503218.750,423231.250,1936400.000,1215631.250,334056.250,0.000,0.000
1782667781051,1,29509,0,93519,0,400515,67717,309824,194501,53449,0,0,184431.250,0.000,584493.750,0.000,2503218.750,423231.250,1936400.000,1215631.250,334056.250,0.000,0.000
1782667781085,1,29509,0,93519,0,400515,67717,309824,192402,53724,0,0,184431.250,0.000,584493.750,0.000,2503218.750,423231.250,1936400.000,1202512.500,335775.000,0.000,0.000
1782667781098,1,29509,0,93519,0,400515,67717,309824,192402,53724,0,0,184431.250,0.000,584493.750,0.000,2503218.750,423231.250,1936400.000,1202512.500,335775.000,0.000,0.000
1782667781120,1,29509,0,93519,0,401793,67717,309824,187446,53449,0,0,184431.250,0.000,584493.750,0.000,2511206.250,423231.250,1936400.000,1171537.500,334056.250,0.000,0.000
1782667781137,1,29509,0,95497,0,401793,67717,309824,187446,53449,0,0,184431.250,0.000,596856.250,0.000,2511206.250,423231.250,1936400.000,1171537.500,334056.250,0.000,0.000
1782667781172,1,29509,0,95497,0,400515,67717,309824,317800,54065,0,0,184431.250,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1986250.000,337906.250,0.000,0.000
1782667781203,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781215,1,33881,0,103633,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,647706.250,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781252,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781262,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781278,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781301,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781320,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781330,1,33881,0,69903,0,183842,60705,100082,133241,38633,0,0,211756.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781340,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781352,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781365,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781378,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781394,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781407,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781423,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781683,1,29509,0,95497,0,400515,67717,309824,317800,54065,0,0,184431.250,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1986250.000,337906.250,0.000,0.000
1782667781701,1,29509,0,95497,0,400515,67717,309824,193987,52460,0,0,184431.250,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1212418.750,327875.000,0.000,0.000
1782667781713,1,29509,0,95497,0,400515,67717,309824,193987,52460,0,0,184431.250,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1212418.750,327875.000,0.000,0.000
1782667781731,1,29509,0,95497,0,401795,68349,309824,183789,29850,0,0,184431.250,0.000,596856.250,0.000,2511218.750,427181.250,1936400.000,1148681.250,186562.500,0.000,0.000
1782667781745,1,29509,0,95497,0,401795,68349,309824,183789,29850,0,0,184431.250,0.000,596856.250,0.000,2511218.750,427181.250,1936400.000,1148681.250,186562.500,0.000,0.000
1782667781784,1,29509,0,95497,0,430599,67717,339908,193650,52461,0,0,184431.250,0.000,596856.250,0.000,2691243.750,423231.250,2124425.000,1210312.500,327881.250,0.000,0.000
1782667781792,1,29509,0,95497,0,430599,67717,339908,193650,52461,0,0,184431.250,0.000,596856.250,0.000,2691243.750,423231.250,2124425.000,1210312.500,327881.250,0.000,0.000
1782667781818,1,29509,0,95497,0,530107,194767,309824,202439,52801,0,0,184431.250,0.000,596856.250,0.000,3313168.750,1217293.750,1936400.000,1265243.750,330006.250,0.000,0.000
1782667781829,1,29509,0,95497,0,530107,194767,309824,202439,52801,0,0,184431.250,0.000,596856.250,0.000,3313168.750,1217293.750,1936400.000,1265243.750,330006.250,0.000,0.000
1782667781851,1,29509,0,95497,0,401145,67717,309824,310578,45745,0,0,184431.250,0.000,596856.250,0.000,2507156.250,423231.250,1936400.000,1941112.500,285906.250,0.000,0.000
1782667781865,1,29509,0,95497,0,401145,67717,309824,310578,45745,0,0,184431.250,0.000,596856.250,0.000,2507156.250,423231.250,1936400.000,1941112.500,285906.250,0.000,0.000
1782667781891,1,29509,0,95497,0,489167,67717,395934,327756,53449,0,0,184431.250,0.000,596856.250,0.000,3057293.750,423231.250,2474587.500,2048475.000,334056.250,0.000,0.000
1782667781907,1,64467,0,95497,0,489167,67717,395934,327756,53449,0,0,402918.750,0.000,596856.250,0.000,3057293.750,423231.250,2474587.500,2048475.000,334056.250,0.000,0.000
1782667781930,1,64467,0,95497,0,420931,67717,309824,299763,52460,0,0,402918.750,0.000,596856.250,0.000,2630818.750,423231.250,1936400.000,1873518.750,327875.000,0.000,0.000
1782667781934,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781943,1,64467,0,95497,0,420931,67717,309824,299763,52460,0,0,402918.750,0.000,596856.250,0.000,2630818.750,423231.250,1936400.000,1873518.750,327875.000,0.000,0.000
1782667781952,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781969,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781980,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667781992,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782008,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782023,1,31357,0,69903,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,436893.750,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782040,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782062,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782077,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782102,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782130,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782139,1,31357,0,70804,0,183842,60705,100082,133241,38633,0,0,195981.250,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782160,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782474,1,64467,0,95497,0,400515,67717,309824,194495,52801,0,0,402918.750,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1215593.750,330006.250,0.000,0.000
1782667782486,1,64467,0,95497,0,400515,67717,309824,194495,52801,0,0,402918.750,0.000,596856.250,0.000,2503218.750,423231.250,1936400.000,1215593.750,330006.250,0.000,0.000
1782667782514,1,64467,0,95497,0,401145,67717,309824,199160,53167,0,0,402918.750,0.000,596856.250,0.000,2507156.250,423231.250,1936400.000,1244750.000,332293.750,0.000,0.000
1782667782528,1,64467,0,71205,0,401145,67717,309824,199160,53167,0,0,402918.750,0.000,445031.250,0.000,2507156.250,423231.250,1936400.000,1244750.000,332293.750,0.000,0.000
1782667782585,1,64467,0,71205,0,426275,93477,309824,197125,54763,0,0,402918.750,0.000,445031.250,0.000,2664218.750,584231.250,1936400.000,1232031.250,342268.750,0.000,0.000
1782667782617,1,64467,0,71205,0,426275,93477,309824,197125,54763,0,0,402918.750,0.000,445031.250,0.000,2664218.750,584231.250,1936400.000,1232031.250,342268.750,0.000,0.000
1782667782720,1,64467,0,71205,0,401779,67717,309824,200345,53419,0,0,402918.750,0.000,445031.250,0.000,2511118.750,423231.250,1936400.000,1252156.250,333868.750,0.000,0.000
1782667782727,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782736,1,64467,0,71205,0,401779,67717,309824,200345,53419,0,0,402918.750,0.000,445031.250,0.000,2511118.750,423231.250,1936400.000,1252156.250,333868.750,0.000,0.000
1782667782745,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782808,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782815,1,64467,0,71205,0,402423,67717,309824,198104,52801,0,0,402918.750,0.000,445031.250,0.000,2515143.750,423231.250,1936400.000,1238150.000,330006.250,0.000,0.000
1782667782819,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782830,1,64467,0,71205,0,402423,67717,309824,198104,52801,0,0,402918.750,0.000,445031.250,0.000,2515143.750,423231.250,1936400.000,1238150.000,330006.250,0.000,0.000
1782667782830,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782843,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782843,1,64467,0,71205,0,402423,67717,309824,198104,52801,0,0,402918.750,0.000,445031.250,0.000,2515143.750,423231.250,1936400.000,1238150.000,330006.250,0.000,0.000
1782667782854,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782862,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782862,1,64467,0,71205,0,403039,67717,309824,191768,206493,0,0,402918.750,0.000,445031.250,0.000,2518993.750,423231.250,1936400.000,1198550.000,1290581.250,0.000,0.000
1782667782875,1,64467,0,71205,0,403039,67717,309824,191768,206493,0,0,402918.750,0.000,445031.250,0.000,2518993.750,423231.250,1936400.000,1198550.000,1290581.250,0.000,0.000
1782667782884,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782896,1,64467,0,71205,0,402427,67717,309824,193229,53449,0,0,402918.750,0.000,445031.250,0.000,2515168.750,423231.250,1936400.000,1207681.250,334056.250,0.000,0.000
1782667782897,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782908,1,64467,0,71205,0,402427,67717,309824,193229,53449,0,0,402918.750,0.000,445031.250,0.000,2515168.750,423231.250,1936400.000,1207681.250,334056.250,0.000,0.000
1782667782913,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782949,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782956,1,64467,0,71205,0,401793,67717,309824,193634,53507,0,0,402918.750,0.000,445031.250,0.000,2511206.250,423231.250,1936400.000,1210212.500,334418.750,0.000,0.000
1782667782960,1,56379,0,70804,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,442525.000,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782969,1,33685,0,71205,0,401793,67717,309824,193634,53507,0,0,210531.250,0.000,445031.250,0.000,2511206.250,423231.250,1936400.000,1210212.500,334418.750,0.000,0.000
1782667782971,1,56379,0,72146,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782989,1,56379,0,72146,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667782989,1,33685,0,71205,0,579315,68969,486108,183140,32673,0,0,210531.250,0.000,445031.250,0.000,3620718.750,431056.250,3038175.000,1144625.000,204206.250,0.000,0.000
1782667782999,1,33685,0,71205,0,579315,68969,486108,183140,32673,0,0,210531.250,0.000,445031.250,0.000,3620718.750,431056.250,3038175.000,1144625.000,204206.250,0.000,0.000
1782667782999,1,56379,0,72146,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783011,1,56379,0,72146,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783024,1,33685,0,71205,0,400515,67717,309824,324443,53507,0,0,210531.250,0.000,445031.250,0.000,2503218.750,423231.250,1936400.000,2027768.750,334418.750,0.000,0.000
1782667783050,1,33685,0,71205,0,400515,67717,309824,324443,53507,0,0,210531.250,0.000,445031.250,0.000,2503218.750,423231.250,1936400.000,2027768.750,334418.750,0.000,0.000
1782667783071,1,33685,0,71205,0,550661,67717,458706,193891,52801,0,0,210531.250,0.000,445031.250,0.000,3441631.250,423231.250,2866912.500,1211818.750,330006.250,0.000,0.000
1782667783534,1,56379,0,72146,0,183842,60705,100082,133241,38633,0,0,352368.750,0.000,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783553,1,28835,27005,72146,0,183842,60705,100082,133241,38633,0,0,180218.750,168781.250,450912.500,0.000,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783580,1,28835,27005,72146,90299,183842,60705,100082,133241,38633,0,0,180218.750,168781.250,450912.500,564368.750,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783583,1,33685,0,65283,238081,550661,67717,458706,193891,52801,0,0,210531.250,0.000,408018.750,1488006.250,3441631.250,423231.250,2866912.500,1211818.750,330006.250,0.000,0.000
1782667783593,1,28835,27005,72146,90299,183842,60705,100082,133241,38633,0,0,180218.750,168781.250,450912.500,564368.750,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
1782667783606,1,33685,0,65283,238081,400515,67717,309824,192763,51884,0,0,210531.250,0.000,408018.750,1488006.250,2503218.750,423231.250,1936400.000,1204768.750,324275.000,0.000,0.000
1782667783606,1,28835,27005,72146,90299,183842,60705,100082,133241,38633,0,0,180218.750,168781.250,450912.500,564368.750,1149012.500,379406.250,625512.500,832756.250,241456.250,0.000,0.000
