unix_ms,frame,node_idx,x,y
1782682406260,0,0,0.000000,0.000000
1782682406275,1,0,0.000000,0.000000
1782682406799,2,0,0.000000,0.000000
1782682406811,3,0,0.000000,0.000000
1782682407332,4,0,0.000000,0.000000
1782682407854,5,0,0.000000,0.000000
1782682407868,6,0,0.000000,0.000000
1782682408468,7,0,0.000000,0.000000
1782682408480,8,0,0.000000,0.000000
1782682408996,9,0,0.000000,0.000000
1782682409007,10,0,0.000000,0.000000
1782682409521,11,0,0.000000,0.000000
1782682410109,12,0,0.000000,0.000000
1782682410126,13,0,0.000000,0.000000
1782682410644,14,0,0.000000,0.000000
1782682410659,15,0,0.000000,0.000000
