unix_ms,node_id,broadcast_clone_dist_cycles,process_packet_cycles,calculate_state_cycles,broadcast_clone_dist_ns,process_packet_ns,calculate_state_ns
1782678226360,0,0,276815,951410,0.000,1730093.750,5946312.500
1782678226370,0,0,276815,951410,0.000,1730093.750,5946312.500
1782678226391,0,0,276815,2764240,0.000,1730093.750,17276500.000
1782678226408,0,0,276815,2764240,0.000,1730093.750,17276500.000
1782678226435,0,0,276815,2306072,0.000,1730093.750,14412950.000
1782678226448,0,0,276815,2306072,0.000,1730093.750,14412950.000
1782678226459,0,0,276815,2306072,0.000,1730093.750,14412950.000
1782678227061,0,0,276815,3599672,0.000,1730093.750,22497950.000
1782678227083,0,0,180029,1304912,0.000,1125181.250,8155700.000
1782678227093,0,0,180029,1304912,0.000,1125181.250,8155700.000
1782678227127,0,0,180029,830482,0.000,1125181.250,5190512.500
1782678227143,0,0,180029,830482,0.000,1125181.250,5190512.500
1782678227167,0,0,180029,830328,0.000,1125181.250,5189550.000
1782678227177,0,0,180029,830328,0.000,1125181.250,5189550.000
1782678227210,0,0,180029,1485788,0.000,1125181.250,9286175.000
1782678227221,0,0,180029,1485788,0.000,1125181.250,9286175.000
1782678227246,0,0,180029,2093378,0.000,1125181.250,13083612.500
1782678227264,0,0,180029,2093378,0.000,1125181.250,13083612.500
1782678227291,0,0,180029,2102260,0.000,1125181.250,13139125.000
1782678227880,0,0,180029,2102260,0.000,1125181.250,13139125.000
1782678227911,0,0,134427,872032,0.000,840168.750,5450200.000
1782678227921,0,0,198251,872032,0.000,1239068.750,5450200.000
1782678227941,0,0,175861,1248168,0.000,1099131.250,7801050.000
1782678227952,0,0,175861,1248168,0.000,1099131.250,7801050.000
1782678227985,0,0,175861,830914,0.000,1099131.250,5193212.500
1782678227996,0,0,175861,830914,0.000,1099131.250,5193212.500
1782678228023,0,0,175861,1579412,0.000,1099131.250,9871325.000
1782678228033,0,0,175861,1579412,0.000,1099131.250,9871325.000
1782678228056,0,0,175861,1605186,0.000,1099131.250,10032412.500
1782678228067,0,0,175861,1605186,0.000,1099131.250,10032412.500
1782678228715,0,0,175861,930266,0.000,1099131.250,5814162.500
1782678228725,0,0,175861,930266,0.000,1099131.250,5814162.500
1782678228755,0,0,175861,1628326,0.000,1099131.250,10177037.500
1782678228764,0,0,175861,1628326,0.000,1099131.250,10177037.500
1782678228797,0,0,175861,340603,0.000,1099131.250,2128768.750
1782678228807,0,0,175861,340603,0.000,1099131.250,2128768.750
1782678228828,0,0,175861,540179,0.000,1099131.250,3376118.750
1782678228839,0,0,164403,540179,0.000,1027518.750,3376118.750
1782678228862,0,0,164403,1441743,0.000,1027518.750,9010893.750
1782678228885,0,0,164403,1441743,0.000,1027518.750,9010893.750
1782678228911,0,0,164403,1050613,0.000,1027518.750,6566331.250
1782678228932,0,0,164403,1050613,0.000,1027518.750,6566331.250
1782678228976,0,0,164403,1678403,0.000,1027518.750,10490018.750
1782678229107,0,0,164403,1678403,0.000,1027518.750,10490018.750
1782678229726,0,0,164403,1681703,0.000,1027518.750,10510643.750
1782678229740,0,0,164403,1681703,0.000,1027518.750,10510643.750
1782678229762,0,0,164403,397921,0.000,1027518.750,2487006.250
1782678229773,0,0,164403,397921,0.000,1027518.750,2487006.250
1782678229795,0,0,164403,398051,0.000,1027518.750,2487818.750
1782678229806,0,0,164403,398051,0.000,1027518.750,2487818.750
1782678229962,0,0,165881,575405,0.000,1036756.250,3596281.250
1782678229981,0,0,165881,575405,0.000,1036756.250,3596281.250
1782678230008,0,0,165881,416683,0.000,1036756.250,2604268.750
1782678230020,0,0,165881,416683,0.000,1036756.250,2604268.750
1782678230051,0,0,165881,397603,0.000,1036756.250,2485018.750
1782678230062,0,0,165881,397603,0.000,1036756.250,2485018.750
1782678230084,0,0,165881,1467981,0.000,1036756.250,9174881.250
1782678230095,0,0,165881,1467981,0.000,1036756.250,9174881.250
1782678230119,0,0,165881,1757569,0.000,1036756.250,10984806.250
1782678230747,0,0,165881,1757569,0.000,1036756.250,10984806.250
1782678230777,0,0,165881,416667,0.000,1036756.250,2604168.750
1782678230788,0,0,165881,416667,0.000,1036756.250,2604168.750
1782678230809,0,0,165881,944375,0.000,1036756.250,5902343.750
1782678230819,0,0,165881,944375,0.000,1036756.250,5902343.750
1782678230839,0,0,165881,416667,0.000,1036756.250,2604168.750
1782678230852,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678230884,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678230895,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678230917,0,0,164567,1266663,0.000,1028543.750,7916643.750
1782678230928,0,0,164567,1266663,0.000,1028543.750,7916643.750
1782678230949,0,0,164567,1129833,0.000,1028543.750,7061456.250
1782678231567,0,0,164567,1129833,0.000,1028543.750,7061456.250
1782678231613,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231624,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231649,0,0,164567,476227,0.000,1028543.750,2976418.750
1782678231659,0,0,164567,476227,0.000,1028543.750,2976418.750
1782678231680,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231694,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231717,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231728,0,0,164567,416667,0.000,1028543.750,2604168.750
1782678231752,0,0,180231,1657655,0.000,1126443.750,10360343.750
1782678231766,0,0,180231,1657655,0.000,1126443.750,10360343.750
1782678231790,0,0,180231,1628677,0.000,1126443.750,10179231.250
1782678232303,0,0,180231,1628677,0.000,1126443.750,10179231.250
1782678232447,0,0,180231,553441,0.000,1126443.750,3459006.250
1782678232465,0,0,180231,553441,0.000,1126443.750,3459006.250
1782678232499,0,0,180231,476227,0.000,1126443.750,2976418.750
1782678232514,0,0,180231,476227,0.000,1126443.750,2976418.750
1782678232537,0,0,180231,416667,0.000,1126443.750,2604168.750
1782678232557,0,0,180231,416667,0.000,1126443.750,2604168.750
1782678232579,0,0,180231,416667,0.000,1126443.750,2604168.750
1782678232595,0,0,180231,416667,0.000,1126443.750,2604168.750
1782678232621,0,0,180231,2008419,0.000,1126443.750,12552618.750
1782678232635,0,0,210895,2008419,0.000,1318093.750,12552618.750
1782678232658,0,0,184603,2236525,0.000,1153768.750,13978281.250
1782678232671,0,0,184603,2236525,0.000,1153768.750,13978281.250
1782678232696,0,0,184603,1836537,0.000,1153768.750,11478356.250
1782678233307,0,0,184603,1836537,0.000,1153768.750,11478356.250
1782678233333,0,0,184603,457611,0.000,1153768.750,2860068.750
1782678233344,0,0,184603,457611,0.000,1153768.750,2860068.750
1782678233365,0,0,184603,398051,0.000,1153768.750,2487818.750
1782678233379,0,0,184603,398051,0.000,1153768.750,2487818.750
1782678233406,0,0,184603,398051,0.000,1153768.750,2487818.750
1782678233423,0,0,184603,398051,0.000,1153768.750,2487818.750
1782678233445,0,0,184603,1161757,0.000,1153768.750,7260981.250
1782678233455,0,0,184603,1161757,0.000,1153768.750,7260981.250
1782678233479,0,0,184603,1695385,0.000,1153768.750,10596156.250
1782678233493,0,0,184603,1695385,0.000,1153768.750,10596156.250
1782678233524,0,0,184603,1552927,0.000,1153768.750,9705793.750
1782678234127,0,0,184603,1552927,0.000,1153768.750,9705793.750
1782678234148,0,0,181857,705157,0.000,1136606.250,4407231.250
1782678234158,0,0,181857,705157,0.000,1136606.250,4407231.250
1782678234180,0,0,181857,417069,0.000,1136606.250,2606681.250
1782678234193,0,0,181857,417069,0.000,1136606.250,2606681.250
1782678234219,0,0,181857,397353,0.000,1136606.250,2483456.250
1782678234232,0,0,181857,397353,0.000,1136606.250,2483456.250
1782678234261,0,0,181857,1052967,0.000,1136606.250,6581043.750
1782678234273,0,0,181857,1052967,0.000,1136606.250,6581043.750
1782678234294,0,0,181857,1752131,0.000,1136606.250,10950818.750
