unix_ms,frame,node_idx,x,y
1782683491021,0,0,0.000000,0.000000
1782683491021,0,1,-6.647568,-7.529602
1782683491021,0,2,-4.368851,1.388992
1782683491021,0,3,-1.552383,5.537048
1782683491021,0,4,-10.393509,0.963867
1782683491021,0,5,-7.179382,-2.849686
1782683491021,0,6,-12.107010,5.171921
1782683491021,0,7,-4.023331,9.030670
1782683491021,0,8,-1.095322,-4.012680
1782683491034,1,0,0.000000,0.000000
1782683491034,1,1,-6.635757,-7.521118
1782683491034,1,2,-4.354660,1.402435
1782683491034,1,3,-1.523926,5.547104
1782683491034,1,4,-10.379028,0.977402
1782683491034,1,5,-7.171432,-2.840622
1782683491034,1,6,-12.099976,5.175568
1782683491034,1,7,-4.024338,9.037170
1782683491034,1,8,-1.084152,-4.006546
1782683491682,2,0,0.000000,0.000000
1782683491682,2,1,-6.635391,-7.520233
1782683491682,2,2,-4.353622,1.403473
1782683491682,2,3,-1.521927,5.547836
1782683491682,2,4,-10.378098,0.978958
1782683491682,2,5,-7.171341,-2.839600
1782683491682,2,6,-12.099304,5.176514
1782683491682,2,7,-4.023926,9.037842
1782683491682,2,8,-1.083755,-4.006119
1782683491702,3,0,0.000000,0.000000
1782683491702,3,1,-6.551971,-7.419571
1782683491702,3,2,-4.298752,1.538116
1782683491702,3,3,-1.392471,5.654419
1782683491702,3,4,-10.298569,1.108215
1782683491702,3,5,-7.110397,-2.750992
1782683491702,3,6,-12.041046,5.269791
1782683491702,3,7,-3.972214,9.136292
1782683491702,3,8,-0.960480,-3.827072
1782683492326,4,0,0.000000,0.000000
1782683492326,4,1,-6.549286,-7.417374
1782683492326,4,2,-4.295486,1.541580
1782683492326,4,3,-1.385132,5.656555
1782683492326,4,4,-10.294830,1.111694
1782683492326,4,5,-7.107986,-2.748734
1782683492326,4,6,-12.038818,5.271164
1782683492326,4,7,-3.971268,9.137863
1782683492326,4,8,-0.957275,-3.825546
1782683492893,5,0,0.000000,0.000000
1782683492893,5,1,-6.549576,-7.416901
1782683492893,5,2,-4.295166,1.542023
1782683492893,5,3,-1.384430,5.656784
1782683492893,5,4,-10.294540,1.112488
1782683492893,5,5,-7.108032,-2.748215
1782683492893,5,6,-12.038391,5.271912
1782683492893,5,7,-3.970703,9.138229
1782683492893,5,8,-0.957321,-3.825394
1782683492908,6,0,0.000000,0.000000
1782683492908,6,1,-6.672699,-7.435913
1782683492908,6,2,-4.416351,1.498398
1782683492908,6,3,-1.583817,5.621368
1782683492908,6,4,-10.400116,1.104019
1782683492908,6,5,-7.232513,-2.765594
1782683492908,6,6,-12.241226,5.257645
1782683492908,6,7,-4.025391,9.088776
1782683492908,6,8,-1.115891,-3.843506
1782683493610,7,0,0.000000,0.000000
1782683493610,7,1,-6.675491,-7.437256
1782683493610,7,2,-4.418884,1.495041
1782683493610,7,3,-1.591354,5.619415
1782683493610,7,4,-10.403442,1.102707
1782683493610,7,5,-7.236938,-2.766769
1782683493610,7,6,-12.243256,5.257706
1782683493610,7,7,-4.025055,9.087784
1782683493610,7,8,-1.119965,-3.844818
1782683493625,8,0,0.000000,0.000000
1782683493625,8,1,-7.105606,-7.612411
1782683493625,8,2,-4.809906,1.223755
1782683493625,8,3,-2.284821,5.378372
1782683493625,8,4,-11.052063,0.796829
1782683493625,8,5,-7.579437,-2.908463
1782683493625,8,6,-12.541611,5.167252
1782683493625,8,7,-4.288773,8.918198
1782683493625,8,8,-1.647995,-4.070557
1782683494227,9,0,0.000000,0.000000
1782683494227,9,1,-7.122116,-7.626282
1782683494227,9,2,-4.829193,1.203140
1782683494227,9,3,-2.327454,5.359283
1782683494227,9,4,-11.070114,0.775818
1782683494227,9,5,-7.587570,-2.924026
1782683494227,9,6,-12.549042,5.161346
1782683494227,9,7,-4.276093,8.906967
1782683494227,9,8,-1.658051,-4.081284
1782683494841,10,0,0.000000,0.000000
1782683494841,10,1,-7.173706,-7.559998
1782683494841,10,2,-4.839966,1.261765
1782683494841,10,3,-2.514191,5.511551
1782683494841,10,4,-11.110641,0.863449
1782683494841,10,5,-7.646591,-2.854507
1782683494841,10,6,-12.616653,5.205795
1782683494841,10,7,-4.270538,8.957504
