unix_ms,frame,node_idx,x,y
1782682265929,0,0,0.000000,0.000000
1782682265950,1,0,0.000000,0.000000
1782682266543,2,0,0.000000,0.000000
1782682266557,3,0,0.000000,0.000000
1782682267158,4,0,0.000000,0.000000
1782682267174,5,0,0.000000,0.000000
1782682267693,6,0,0.000000,0.000000
1782682268283,7,0,0.000000,0.000000
1782682268297,8,0,0.000000,0.000000
1782682268898,9,0,0.000000,0.000000
1782682268917,10,0,0.000000,0.000000
1782682269513,11,0,0.000000,0.000000
1782682269528,12,0,0.000000,0.000000
1782682270127,13,0,0.000000,0.000000
1782682270139,14,0,0.000000,0.000000
1782682270653,15,0,0.000000,0.000000
1782682270664,16,0,0.000000,0.000000
1782682271179,17,0,0.000000,0.000000
1782682271195,18,0,0.000000,0.000000
1782682271768,19,0,0.000000,0.000000
1782682271781,20,0,0.000000,0.000000
1782682272380,21,0,0.000000,0.000000
1782682272402,22,0,0.000000,0.000000
1782682272994,23,0,0.000000,0.000000
1782682273009,24,0,0.000000,0.000000
1782682273610,25,0,0.000000,0.000000
1782682273628,26,0,0.000000,0.000000
1782682274143,27,0,0.000000,0.000000
1782682274736,28,0,0.000000,0.000000
1782682274750,29,0,0.000000,0.000000
1782682275350,30,0,0.000000,0.000000
1782682275363,31,0,0.000000,0.000000
1782682275883,32,0,0.000000,0.000000
1782682275894,33,0,0.000000,0.000000
1782682276476,34,0,0.000000,0.000000
1782682276490,35,0,0.000000,0.000000
1782682277006,36,0,0.000000,0.000000
1782682277023,37,0,0.000000,0.000000
1782682277602,38,0,0.000000,0.000000
1782682277613,39,0,0.000000,0.000000
1782682278128,40,0,0.000000,0.000000
1782682278730,41,0,0.000000,0.000000
1782682278743,42,0,0.000000,0.000000
1782682279260,43,0,0.000000,0.000000
1782682279274,44,0,0.000000,0.000000
1782682279856,45,0,0.000000,0.000000
1782682279866,46,0,0.000000,0.000000
1782682280477,47,0,0.000000,0.000000
1782682280493,48,0,0.000000,0.000000
1782682281084,49,0,0.000000,0.000000
1782682281108,50,0,0.000000,0.000000
1782682281630,51,0,0.000000,0.000000
1782682281644,52,0,0.000000,0.000000
1782682282216,53,0,0.000000,0.000000
1782682282246,54,0,0.000000,0.000000
1782682282826,55,0,0.000000,0.000000
1782682282843,56,0,0.000000,0.000000
1782682283362,57,0,0.000000,0.000000
1782682283951,58,0,0.000000,0.000000
1782682283977,59,0,0.000000,0.000000
1782682284537,60,0,0.000000,0.000000
1782682284564,61,0,0.000000,0.000000
1782682285083,62,0,0.000000,0.000000
1782682285102,63,0,0.000000,0.000000
1782682285692,64,0,0.000000,0.000000
1782682285733,65,0,0.000000,0.000000
1782682286260,66,0,0.000000,0.000000
1782682286277,67,0,0.000000,0.000000
1782682286819,68,0,0.000000,0.000000
1782682286836,69,0,0.000000,0.000000
1782682287433,70,0,0.000000,0.000000
1782682287448,71,0,0.000000,0.000000
1782682288049,72,0,0.000000,0.000000
1782682288071,73,0,0.000000,0.000000
1782682288662,74,0,0.000000,0.000000
1782682288682,75,0,0.000000,0.000000
1782682289275,76,0,0.000000,0.000000
1782682289292,77,0,0.000000,0.000000
1782682289995,78,0,0.000000,0.000000
1782682290017,79,0,0.000000,0.000000
1782682290612,80,0,0.000000,0.000000
1782682290627,81,0,0.000000,0.000000
1782682291145,82,0,0.000000,0.000000
1782682291165,83,0,0.000000,0.000000
1782682291734,84,0,0.000000,0.000000
1782682291755,85,0,0.000000,0.000000
1782682292279,86,0,0.000000,0.000000
1782682292865,87,0,0.000000,0.000000
1782682292887,88,0,0.000000,0.000000
1782682293474,89,0,0.000000,0.000000
1782682293494,90,0,0.000000,0.000000
1782682294016,91,0,0.000000,0.000000
1782682294036,92,0,0.000000,0.000000
1782682294600,93,0,0.000000,0.000000
1782682294614,94,0,0.000000,0.000000
1782682295219,95,0,0.000000,0.000000
1782682295233,96,0,0.000000,0.000000
1782682295936,97,0,0.000000,0.000000
1782682295948,98,0,0.000000,0.000000
1782682296657,99,0,0.000000,0.000000
1782682296683,100,0,0.000000,0.000000
1782682296701,101,0,0.000000,0.000000
1782682297266,102,0,0.000000,0.000000
1782682297878,103,0,0.000000,0.000000
1782682297893,104,0,0.000000,0.000000
1782682298492,105,0,0.000000,0.000000
1782682298526,106,0,0.000000,0.000000
1782682299107,107,0,0.000000,0.000000
1782682299135,108,0,0.000000,0.000000
1782682299164,109,0,0.000000,0.000000
1782682299720,110,0,0.000000,0.000000
1782682300335,111,0,0.000000,0.000000
1782682300350,112,0,0.000000,0.000000
1782682300950,113,0,0.000000,0.000000
1782682300962,114,0,0.000000,0.000000
1782682301485,115,0,0.000000,0.000000
1782682301504,116,0,0.000000,0.000000
1782682302083,117,0,0.000000,0.000000
1782682302104,118,0,0.000000,0.000000
1782682302701,119,0,0.000000,0.000000
1782682302718,120,0,0.000000,0.000000
1782682303306,121,0,0.000000,0.000000
1782682303330,122,0,0.000000,0.000000
1782682303919,123,0,0.000000,0.000000
1782682303939,124,0,0.000000,0.000000
1782682304535,125,0,0.000000,0.000000
1782682304555,126,0,0.000000,0.000000
1782682305148,127,0,0.000000,0.000000
1782682305167,128,0,0.000000,0.000000
1782682305762,129,0,0.000000,0.000000
1782682305781,130,0,0.000000,0.000000
1782682306377,131,0,0.000000,0.000000
1782682306392,132,0,0.000000,0.000000
1782682306994,133,0,0.000000,0.000000
1782682307006,134,0,0.000000,0.000000
1782682307606,135,0,0.000000,0.000000
1782682307618,136,0,0.000000,0.000000
1782682308221,137,0,0.000000,0.000000
1782682308245,138,0,0.000000,0.000000
1782682308760,139,0,0.000000,0.000000
1782682308777,140,0,0.000000,0.000000
1782682309346,141,0,0.000000,0.000000
1782682309369,142,0,0.000000,0.000000
1782682309961,143,0,0.000000,0.000000
1782682309978,144,0,0.000000,0.000000
1782682310575,145,0,0.000000,0.000000
1782682310585,146,0,0.000000,0.000000
1782682311106,147,0,0.000000,0.000000
1782682311623,148,0,0.000000,0.000000
1782682311634,149,0,0.000000,0.000000
1782682312217,150,0,0.000000,0.000000
1782682312229,151,0,0.000000,0.000000
1782682312745,152,0,0.000000,0.000000
1782682312762,153,0,0.000000,0.000000
1782682313339,154,0,0.000000,0.000000
1782682313354,155,0,0.000000,0.000000
1782682313953,156,0,0.000000,0.000000
1782682313972,157,0,0.000000,0.000000
1782682314492,158,0,0.000000,0.000000
1782682315085,159,0,0.000000,0.000000
1782682315096,160,0,0.000000,0.000000
1782682315699,161,0,0.000000,0.000000
1782682315716,162,0,0.000000,0.000000
1782682316233,163,0,0.000000,0.000000
1782682316246,164,0,0.000000,0.000000
1782682316824,165,0,0.000000,0.000000
1782682316835,166,0,0.000000,0.000000
1782682317438,167,0,0.000000,0.000000
1782682317452,168,0,0.000000,0.000000
1782682318057,169,0,0.000000,0.000000
1782682318082,170,0,0.000000,0.000000
1782682318665,171,0,0.000000,0.000000
1782682318677,172,0,0.000000,0.000000
1782682319278,173,0,0.000000,0.000000
1782682319297,174,0,0.000000,0.000000
1782682319895,175,0,0.000000,0.000000
1782682319936,176,0,0.000000,0.000000
1782682320510,177,0,0.000000,0.000000
1782682320531,178,0,0.000000,0.000000
1782682321049,179,0,0.000000,0.000000
1782682321070,180,0,0.000000,0.000000
1782682321633,181,0,0.000000,0.000000
1782682321652,182,0,0.000000,0.000000
1782682322167,183,0,0.000000,0.000000
1782682322681,184,0,0.000000,0.000000
1782682322700,185,0,0.000000,0.000000
1782682323271,186,0,0.000000,0.000000
1782682323283,187,0,0.000000,0.000000
1782682323887,188,0,0.000000,0.000000
