unix_ms,kind,node_id,src,label,rssi,marker_index
1782653724061,sample,0,e8:3d:c1:85:d4:18,outside,-43,
1782653724071,sample,0,e8:3d:c1:85:d4:18,outside,-35,
1782653724080,sample,0,e8:3d:c1:85:d4:18,outside,-30,
1782653724089,sample,0,e8:3d:c1:85:d4:18,outside,-25,
1782653724090,sample,0,e8:3d:c1:85:e6:b4,outside,-40,
1782653724105,sample,0,e8:3d:c1:85:e6:b4,outside,-35,
1782653724105,sample,0,e8:3d:c1:85:d4:18,outside,-14,
1782653724119,sample,0,e8:3d:c1:85:e6:b4,outside,-30,
1782653724135,sample,0,e8:3d:c1:85:e6:b4,outside,-24,
1782653724147,sample,0,e8:3d:c1:85:e6:b4,outside,-15,
1782653724156,sample,0,e8:3d:c1:85:e6:b4,outside,-14,
1782653724621,sample,0,e8:3d:c1:85:d4:18,outside,-14,
1782653724631,sample,0,e8:3d:c1:85:d4:18,outside,-24,
1782653724640,sample,0,e8:3d:c1:85:d4:18,outside,-16,
1782653724653,sample,0,e8:3d:c1:85:d4:18,outside,-17,
1782653724662,sample,0,e8:3d:c1:85:d4:18,outside,-19,
1782653724673,sample,0,e8:3d:c1:85:e6:b4,outside,-27,
1782653724675,sample,0,e8:3d:c1:85:d4:18,outside,-17,
1782653724683,sample,0,e8:3d:c1:85:e6:b4,outside,-15,
1782653724695,sample,0,e8:3d:c1:85:e6:b4,outside,-14,
1782653724708,sample,0,e8:3d:c1:85:e6:b4,outside,-15,
1782653724720,sample,0,e8:3d:c1:85:e6:b4,outside,-14,
1782653725187,sample,0,e8:3d:c1:85:d4:18,outside,-19,
1782653725219,sample,0,e8:3d:c1:85:d4:18,outside,-19,
1782653725234,sample,0,e8:3d:c1:85:d4:18,outside,-17,
1782653725236,sample,0,e8:3d:c1:85:e6:b4,outside,-18,
1782653725246,sample,0,e8:3d:c1:85:d4:18,outside,-17,
1782653725247,sample,0,e8:3d:c1:85:e6:b4,outside,-16,
1782653725257,sample,0,e8:3d:c1:85:d4:18,outside,-16,
1782653725261,sample,0,e8:3d:c1:85:e6:b4,outside,-16,
1782653725274,sample,0,e8:3d:c1:85:e6:b4,outside,-15,
1782653725284,sample,0,e8:3d:c1:85:e6:b4,outside,-14,
1782653725309,sample,0,e8:3d:c1:85:e6:b4,outside,-12,
1782653725775,sample,0,e8:3d:c1:85:d4:18,outside,-14,
1782653725785,sample,0,e8:3d:c1:85:d4:18,outside,-13,
1782653725801,sample,0,e8:3d:c1:85:d4:18,outside,-11,
1782653725810,sample,0,e8:3d:c1:85:d4:18,outside,-11,
1782653725822,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653725829,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653725949,sample,0,e8:3d:c1:85:d4:18,outside,-11,
1782653725956,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653725959,sample,0,e8:3d:c1:85:d4:18,outside,-11,
1782653725965,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653725975,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653725985,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653726115,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653726123,sample,0,e8:3d:c1:85:e6:b4,outside,-9,
1782653726136,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653726491,sample,0,e8:3d:c1:85:d4:18,outside,-11,
1782653726499,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653726509,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653726520,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653726528,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653726536,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653726649,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653726657,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653726673,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653726681,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653726693,sample,0,e8:3d:c1:85:e6:b4,outside,-12,
1782653726702,sample,0,e8:3d:c1:85:e6:b4,outside,-10,
1782653727050,sample,0,e8:3d:c1:85:d4:18,outside,-13,
1782653727061,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653727073,sample,0,e8:3d:c1:85:d4:18,outside,-12,
1782653727082,sample,0,e8:3d:c1:85:d4:18,outside,-13,
1782653727090,sample,0,e8:3d:c1:85:d4:18,outside,-14,
1782653727229,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653727237,sample,0,e8:3d:c1:85:e6:b4,outside,-11,
1782653727245,sample,0,e8:3d:c1:85:e6:b4,outside,-12,
1782653727254,sample,0,e8:3d:c1:85:e6:b4,outside,-14,
1782653727264,sample,0,e8:3d:c1:85:e6:b4,outside,-24,
1782653727601,sample,0,e8:3d:c1:85:d4:18,outside,-18,
1782653727608,sample,0,e8:3d:c1:85:d4:18,outside,-27,
1782653727620,sample,0,e8:3d:c1:85:d4:18,outside,-36,
1782653727630,sample,0,e8:3d:c1:85:d4:18,outside,-43,
1782653727641,sample,0,e8:3d:c1:85:d4:18,outside,-34,
1782653727650,sample,0,e8:3d:c1:85:d4:18,outside,-42,
1782653727783,sample,0,e8:3d:c1:85:e6:b4,outside,-33,
1782653727801,sample,0,e8:3d:c1:85:e6:b4,outside,-43,
1782653727810,sample,0,e8:3d:c1:85:e6:b4,outside,-33,
1782653727820,sample,0,e8:3d:c1:85:e6:b4,outside,-38,
1782653727829,sample,0,e8:3d:c1:85:e6:b4,outside,-43,
1782653727839,sample,0,e8:3d:c1:85:e6:b4,outside,-45,
1782653728159,sample,0,e8:3d:c1:85:d4:18,outside,-44,
1782653728183,sample,0,e8:3d:c1:85:d4:18,outside,-46,
1782653728197,sample,0,e8:3d:c1:85:d4:18,outside,-55,
1782653728206,sample,0,e8:3d:c1:85:d4:18,outside,-57,
1782653728215,sample,0,e8:3d:c1:85:d4:18,outside,-53,
1782653728363,sample,0,e8:3d:c1:85:e6:b4,outside,-58,
1782653728371,sample,0,e8:3d:c1:85:e6:b4,outside,-61,
1782653728380,sample,0,e8:3d:c1:85:e6:b4,outside,-53,
1782653728390,sample,0,e8:3d:c1:85:e6:b4,outside,-52,
1782653728404,sample,0,e8:3d:c1:85:e6:b4,outside,-49,
1782653728729,sample,0,e8:3d:c1:85:d4:18,outside,-54,
1782653728749,sample,0,e8:3d:c1:85:d4:18,outside,-48,
1782653728759,sample,0,e8:3d:c1:85:d4:18,outside,-52,
1782653728769,sample,0,e8:3d:c1:85:d4:18,outside,-52,
1782653728782,sample,0,e8:3d:c1:85:d4:18,outside,-65,
1782653728791,sample,0,e8:3d:c1:85:d4:18,outside,-60,
1782653728925,sample,0,e8:3d:c1:85:e6:b4,outside,-52,
1782653728936,sample,0,e8:3d:c1:85:e6:b4,outside,-52,
1782653728948,sample,0,e8:3d:c1:85:e6:b4,outside,-68,
1782653728961,sample,0,e8:3d:c1:85:e6:b4,outside,-60,
1782653728972,sample,0,e8:3d:c1:85:e6:b4,outside,-52,
1782653728981,sample,0,e8:3d:c1:85:e6:b4,outside,-54,
1782653729309,sample,0,e8:3d:c1:85:d4:18,outside,-53,
1782653729326,sample,0,e8:3d:c1:85:d4:18,outside,-55,
1782653729339,sample,0,e8:3d:c1:85:d4:18,outside,-56,
1782653729348,sample,0,e8:3d:c1:85:d4:18,outside,-55,
1782653729361,sample,0,e8:3d:c1:85:d4:18,outside,-53,
1782653729492,sample,0,e8:3d:c1:85:e6:b4,outside,-56,
1782653729502,sample,0,e8:3d:c1:85:e6:b4,outside,-54,
1782653729516,sample,0,e8:3d:c1:85:e6:b4,outside,-52,
1782653729528,sample,0,e8:3d:c1:85:e6:b4,outside,-55,
1782653729539,sample,0,e8:3d:c1:85:e6:b4,outside,-54,
1782653729887,sample,0,e8:3d:c1:85:d4:18,outside,-55,
1782653729898,sample,0,e8:3d:c1:85:d4:18,outside,-54,
1782653729909,sample,0,e8:3d:c1:85:d4:18,outside,-58,
1782653729925,sample,0,e8:3d:c1:85:d4:18,outside,-59,
1782653729943,sample,0,e8:3d:c1:85:d4:18,outside,-61,
1782653729952,sample,0,e8:3d:c1:85:d4:18,outside,-61,
1782653730050,sample,0,e8:3d:c1:85:e6:b4,outside,-57,
1782653730059,sample,0,e8:3d:c1:85:e6:b4,outside,-59,
1782653730072,sample,0,e8:3d:c1:85:e6:b4,outside,-60,
1782653730083,sample,0,e8:3d:c1:85:e6:b4,outside,-61,
1782653730095,sample,0,e8:3d:c1:85:e6:b4,outside,-60,
