unix_ms,kind,node_id,src,label,rssi,marker_index
1782653248979,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653248979,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653248984,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653248998,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653249375,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-66,
1782653249384,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249393,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249403,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249416,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249509,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653249519,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653249533,sample,0,e8:3d:c1:85:d4:18,inside-13m,-63,
1782653249547,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653249559,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653249573,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653249934,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249944,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653249954,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653249967,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653249978,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653249989,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653250088,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250099,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653250110,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653250126,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250163,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250503,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653250513,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653250522,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653250530,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653250541,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-64,
1782653250675,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250692,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250704,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250716,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653250729,sample,0,e8:3d:c1:85:d4:18,inside-13m,-65,
1782653250761,sample,0,e8:3d:c1:85:d4:18,inside-13m,-64,
1782653251060,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
1782653251070,sample,0,e8:3d:c1:85:e6:b4,inside-13m,-65,
