unix_ms,kind,node_id,src,label,rssi,marker_index
1782653783971,sample,0,e8:3d:c1:85:d4:18,outside,-76,
1782653783980,sample,0,e8:3d:c1:85:d4:18,outside,-62,
1782653783994,sample,0,e8:3d:c1:85:d4:18,outside,-63,
1782653784012,sample,0,e8:3d:c1:85:d4:18,outside,-75,
1782653784019,sample,0,e8:3d:c1:85:e6:b4,outside,-68,
1782653784023,sample,0,e8:3d:c1:85:d4:18,outside,-63,
1782653784027,sample,0,e8:3d:c1:85:e6:b4,outside,-64,
1782653784039,sample,0,e8:3d:c1:85:e6:b4,outside,-63,
1782653784187,sample,0,e8:3d:c1:85:e6:b4,outside,-78,
1782653784199,sample,0,e8:3d:c1:85:e6:b4,outside,-67,
1782653784214,sample,0,e8:3d:c1:85:e6:b4,outside,-59,
1782653784228,sample,0,e8:3d:c1:85:e6:b4,outside,-58,
1782653784535,sample,0,e8:3d:c1:85:d4:18,outside,-58,
1782653784543,sample,0,e8:3d:c1:85:d4:18,outside,-60,
1782653784558,sample,0,e8:3d:c1:85:d4:18,outside,-63,
1782653784565,sample,0,e8:3d:c1:85:d4:18,outside,-61,
1782653784575,sample,0,e8:3d:c1:85:d4:18,outside,-63,
1782653784584,sample,0,e8:3d:c1:85:d4:18,outside,-65,
1782653784737,sample,0,e8:3d:c1:85:e6:b4,outside,-62,
1782653784746,sample,0,e8:3d:c1:85:e6:b4,outside,-60,
1782653784755,sample,0,e8:3d:c1:85:e6:b4,outside,-64,
1782653784764,sample,0,e8:3d:c1:85:e6:b4,outside,-65,
1782653784772,sample,0,e8:3d:c1:85:e6:b4,outside,-70,
1782653784780,sample,0,e8:3d:c1:85:e6:b4,outside,-64,
1782653785094,sample,0,e8:3d:c1:85:d4:18,outside,-65,
1782653785104,sample,0,e8:3d:c1:85:d4:18,outside,-64,
1782653785115,sample,0,e8:3d:c1:85:d4:18,outside,-69,
1782653785126,sample,0,e8:3d:c1:85:d4:18,outside,-64,
1782653785141,sample,0,e8:3d:c1:85:d4:18,outside,-59,
1782653785294,sample,0,e8:3d:c1:85:e6:b4,outside,-67,
1782653785305,sample,0,e8:3d:c1:85:e6:b4,outside,-65,
1782653785316,sample,0,e8:3d:c1:85:e6:b4,outside,-61,
