unix_ms,kind,node_id,src,label,rssi,marker_index
1782650780236,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650780293,sample,0,e8:3d:c1:85:d4:18,inside-m,-50,
1782650780313,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650780324,sample,0,e8:3d:c1:85:d4:18,inside-m,-49,
1782650780328,sample,0,e8:3d:c1:85:e6:b4,inside-m,-48,
1782650780335,sample,0,e8:3d:c1:85:d4:18,inside-m,-50,
1782650780338,sample,0,e8:3d:c1:85:e6:b4,inside-m,-47,
1782650780381,sample,0,e8:3d:c1:85:d4:18,inside-m,-49,
1782650780393,sample,0,e8:3d:c1:85:d4:18,inside-m,-48,
1782650780850,sample,0,e8:3d:c1:85:e6:b4,inside-m,-47,
1782650780863,sample,0,e8:3d:c1:85:e6:b4,inside-m,-48,
1782650780888,sample,0,e8:3d:c1:85:e6:b4,inside-m,-48,
1782650780900,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650780907,sample,0,e8:3d:c1:85:d4:18,inside-m,-49,
1782650780925,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650780943,sample,0,e8:3d:c1:85:d4:18,inside-m,-50,
1782650780944,sample,0,e8:3d:c1:85:e6:b4,inside-m,-50,
1782650780957,sample,0,e8:3d:c1:85:d4:18,inside-m,-49,
1782650780990,sample,0,e8:3d:c1:85:d4:18,inside-m,-50,
1782650781003,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781016,sample,0,e8:3d:c1:85:d4:18,inside-m,-50,
1782650781455,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650781467,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650781507,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650781539,sample,0,e8:3d:c1:85:e6:b4,inside-m,-49,
1782650781539,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781549,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650781552,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781559,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650781563,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781594,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781619,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650781648,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650782070,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650782089,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650782146,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650782156,sample,0,e8:3d:c1:85:e6:b4,inside-m,-51,
1782650782162,sample,0,e8:3d:c1:85:d4:18,inside-m,-51,
1782650782167,sample,0,e8:3d:c1:85:e6:b4,inside-m,-50,
